,EUR/USD,GBP/USD,USD/YEN,USD/YUAN
2006-01-04,0.6178719265936798,0.49241566460132413,0.7025895663399198,0.040794275630899136
2006-01-05,0.6322776598109743,0.5268651724198663,0.6851171140255018,0.03747759243607206
2006-01-06,0.6203071897507245,0.5170525878670585,0.6718339750913279,0.03773467702134746
2006-01-09,0.6130742597817608,0.5286553751959369,0.7185975637590475,0.0367028154712044
2006-01-10,0.6165459312181161,0.5217221560951362,0.7015615706961359,0.03433628493267281
2006-01-11,0.6047130454376204,0.5112906947160339,0.684098715266993,0.04292653647954553
2006-01-12,0.6044215186874343,0.5011805552668832,0.6808163524000573,0.051055249718782045
2006-01-13,0.6146809273449524,0.49272304993890503,0.6671110110496594,0.04168824239813694
2006-01-17,0.6128508611286755,0.49739784626917516,0.6509876968130719,0.04062205062147124
2006-01-18,0.6030805874560535,0.4982587276131024,0.6889242132116912,0.04234854506238691
2006-01-19,0.5917494636697068,0.4885788057592974,0.6786130624403758,0.038929020485137855
2006-01-20,0.5820713779369552,0.4791752954534594,0.6643192745284747,0.036939272859987375
2006-01-23,0.5711736602382111,0.4728018014945342,0.651142787101247,0.0582002404437486
2006-01-24,0.6268089782818784,0.5066588273667703,0.6523340282920022,0.051035629182452164
2006-01-25,0.6149942265443729,0.4988283120866243,0.6370172267952604,0.044404515319901985
2006-01-26,0.6058010561739066,0.48927764626001646,0.661505380539293,0.04643017258264947
2006-01-27,0.5953536550578734,0.48250742423418225,0.6529718249290218,0.044252476143345786
2006-01-30,0.6053672412462595,0.4861732264988588,0.6583049595577535,0.041462658446094966
2006-01-31,0.5971443029300612,0.47958276545766026,0.6460095154414179,0.0401801746081189
2006-02-01,0.5955916890830293,0.49403791708393596,0.6436330775495442,0.03856797407120577
2006-02-02,0.5939100535593197,0.4866909696357854,0.653340709293837,0.03706502215251088
2006-02-03,0.5827003972070055,0.4782151971177267,0.6416049422838622,0.03546988342329364
2006-02-06,0.5858828109495828,0.5135119211874384,0.6385268008767986,0.03402912057876849
2006-02-07,0.5805202628957374,0.5376558663843708,0.6230230449094409,0.04293541630396492
2006-02-08,0.5694817419252901,0.5271327452296226,0.6335234230906375,0.0365005856241174
2006-02-09,0.5623401131603967,0.5185971710408536,0.630539342407169,0.035132896624104494
2006-02-10,0.5535600807767053,0.5083019934120966,0.615333081435341,0.03591868276085943
2006-02-13,0.5476878815126118,0.500705410219471,0.6315560220186617,0.03899583172290509
2006-02-14,0.5379245795806576,0.4913083307422945,0.6162737425376327,0.04169498385671534
2006-02-15,0.5280614988528385,0.49458353261979743,0.6028711373842137,0.03646880362100607
2006-02-16,0.5184760943958506,0.489730446233568,0.595484815969306,0.035260823638888134
2006-02-17,0.5087871223871192,0.4835681644872662,0.5813777035929962,0.035736391477434015
2006-02-21,0.5008382684027588,0.4777072832977288,0.5754820922388777,0.033282326295756746
2006-02-22,0.4916194703495433,0.4712694176895091,0.5669991047449745,0.031955888178247085
2006-02-23,0.4826561900447669,0.46315130146009337,0.5578296470325429,0.03174971306094879
2006-02-24,0.47465328355402014,0.4681813405203157,0.6166450362786712,0.03133827945486278
2006-02-27,0.4708254614779231,0.46771568235649313,0.602473609594091,0.03733421178910166
2006-02-28,0.46362758029518775,0.46117593429511294,0.6136958883778495,0.033024818623278634
2006-03-01,0.46749983390710365,0.477095695081559,0.5998263345490732,0.030696403704018497
2006-03-02,0.46094435078846363,0.4746167920322735,0.5891959065632367,0.03334557986064878
2006-03-03,0.48345844259481063,0.46618714951585893,0.5757690681239892,0.03062553745567139
2006-03-06,0.47625438770672623,0.4594694899078018,0.5667407932866257,0.0294858831914628
2006-03-07,0.4694329014475693,0.45332587921139983,0.5841684367697731,0.028881119572912246
2006-03-08,0.49740355186568047,0.4702687927304772,0.5728659386271944,0.03579027934422622
2006-03-09,0.49001425586214703,0.46140625389076556,0.5599182198128755,0.04180779911195761
2006-03-10,0.48103749082873887,0.45287025447623996,0.546978175051874,0.034612263792135424
2006-03-13,0.47550302219229995,0.463198282397607,0.5723335041874156,0.03400194107593399
2006-03-14,0.4756918734820168,0.4590213766235606,0.5591235186636998,0.03511576089471277
2006-03-15,0.4861675290669704,0.4913867219784611,0.6299769574844345,0.035615939218750246
2006-03-16,0.4782703233523947,0.48250322623465647,0.6149003722601026,0.06055974114485789
2006-03-17,0.4997471311206109,0.4850469673371961,0.6011868047745951,0.04636948905337895
2006-03-20,0.4959688583203277,0.47597638288666483,0.6340971468855203,0.06453191704126778
2006-03-21,0.48902060724447016,0.46696220850689485,0.6221727687858074,0.060227781742611584
2006-03-22,0.5011312770637503,0.4740479278204003,0.6342241341563335,0.05279518529777467
2006-03-23,0.4924804782468337,0.46591695762493174,0.6269294619850774,0.05657466846676518
